180.532	2374.95
185.731	1942.32
190.925	1692.95
196.115	1531.79
201.304	1455.37
206.487	1664.84
211.669	1819.37
216.845	1438.21
222.018	1321.16
227.188	1280.21
232.354	1252.74
237.519	1240.42
242.678	1232.11
247.834	1219.68
252.987	1224.63
258.136	1223.05
263.282	1233.05
268.424	1232.0
273.563	1237.37
278.697	1242.0
283.829	1256.21
288.958	1275.58
294.083	1285.79
299.204	1310.21
304.322	1327.68
309.438	1340.42
314.548	1360.53
319.656	1377.89
324.76	1387.79
329.862	1403.89
334.959	1409.37
340.054	1414.53
345.144	1430.32
350.231	1446.53
355.316	1499.58
360.396	1491.58
365.473	1527.68
370.546	1563.05
375.616	1626.74
380.685	1731.16
385.747	1898.74
390.808	2203.58
395.864	2506.53
400.918	2955.47
405.967	3324.1
411.016	3262.0
416.058	2768.42
421.098	2295.16
426.135	2000.11
431.167	1839.26
436.199	1745.58
441.225	1692.11
446.247	1653.37
451.268	1627.16
456.285	1616.95
461.297	1618.95
466.307	1618.32
471.314	1626.32
476.318	1638.53
481.318	1647.47
486.314	1683.68
491.307	1739.79
496.296	1778.74
501.283	1848.21
506.266	1959.37
511.246	2146.84
516.224	2473.47
521.199	2901.89
526.169	3084.32
531.133	2904.11
536.097	2619.26
541.057	2386.42
546.015	2208.21
550.969	2089.58
555.919	2014.42
560.867	1962.74
565.812	1924.32
570.753	1912.53
575.688	1892.32
580.623	1888.0
585.554	1890.11
590.483	1905.37
595.407	1909.58
600.327	1933.47
605.246	1977.26
610.16	2026.0
615.071	2106.21
619.981	2238.0
624.884	2427.26
629.787	2728.63
634.685	3204.63
639.581	3938.84
644.473	4739.16
649.362	5030.32
654.248	4584.32
659.13	3916.53
664.01	3333.89
668.886	2936.74
673.759	2682.63
678.629	2492.21
683.495	2361.05
688.359	2282.74
693.219	2214.21
698.075	2168.53
702.93	2136.84
707.78	2115.68
712.628	2098.95
717.471	2086.63
722.313	2072.0
727.151	2071.89
731.985	2057.47
736.818	2061.37
741.646	2054.84
746.471	2056.42
751.293	2051.26
756.112	2058.74
760.928	2067.47
765.742	2076.95
770.551	2091.79
775.357	2104.21
780.16	2122.63
784.96	2132.53
789.758	2162.32
794.552	2184.63
799.343	2195.37
804.13	2202.53
808.915	2218.11
813.697	2215.16
818.475	2219.37
823.251	2224.42
828.024	2236.63
832.792	2228.84
837.558	2227.16
842.321	2233.58
847.081	2230.32
851.837	2232.63
856.592	2239.58
861.342	2227.26
866.09	2239.58
870.834	2246.0
875.575	2248.11
880.313	2246.42
885.049	2251.89
889.781	2249.68
894.51	2253.58
899.236	2259.16
903.96	2259.58
908.678	2255.47
913.397	2267.37
918.11	2265.16
922.82	2267.89
927.53	2271.16
932.234	2273.05
936.935	2282.84
941.634	2292.95
946.33	2305.68
951.022	2303.79
955.712	2306.95
960.398	2332.32
965.081	2327.37
969.764	2336.84
974.441	2349.47
979.116	2346.0
983.787	2351.37
988.455	2372.53
993.121	2378.53
997.784	2376.63
1002.44	2375.47
1007.1	2377.58
1011.75	2400.63
1016.4	2397.05
1021.05	2411.47
1025.69	2409.68
1030.34	2414.95
1034.98	2427.26
1039.61	2429.05
1044.25	2421.47
1048.87	2420.32
1053.5	2428.63
1058.13	2428.32
1062.75	2438.74
1067.36	2445.79
1071.98	2431.68
1076.59	2428.53
1081.2	2431.47
1085.81	2421.79
1090.41	2428.53
1095.01	2428.21
1099.61	2426.53
1104.2	2422.42
1108.79	2420.95
1113.38	2438.74
1117.97	2428.95
1122.55	2431.05
1127.13	2433.47
1131.71	2432.95
1136.28	2430.0
1140.85	2436.53
1145.42	2425.05
1149.99	2431.79
1154.55	2432.63
1159.11	2439.58
1163.66	2436.42
1168.22	2444.74
1172.77	2449.89
1177.32	2446.53
1181.86	2436.32
1186.4	2437.37
1190.94	2426.63
1195.48	2431.16
1200.01	2422.32
1204.54	2424.74
1209.07	2416.21
1213.6	2419.68
1218.12	2411.37
1222.64	2414.84
1227.15	2424.74
1231.67	2406.95
1236.18	2416.84
1240.68	2414.63
1245.19	2418.63
1249.69	2428.42
1254.19	2424.11
1258.69	2424.95
1263.18	2429.26
1267.67	2428.0
1272.16	2417.47
1276.64	2420.95
1281.13	2422.42
1285.61	2416.32
1290.08	2406.95
1294.56	2404.74
1299.03	2393.68
1303.49	2389.68
1307.96	2384.53
1312.42	2380.95
1316.88	2380.53
1321.34	2386.95
1325.79	2370.0
1330.24	2372.21
1334.69	2364.42
1339.14	2362.42
1343.58	2364.84
1348.02	2364.32
1352.46	2349.79
1356.89	2354.32
1361.32	2360.21
1365.75	2352.42
1370.18	2351.68
1374.6	2347.05
1379.02	2344.42
1383.44	2343.26
1387.86	2339.37
1392.27	2326.11
1396.68	2333.79
1401.08	2321.37
1405.49	2317.58
1409.89	2314.42
1414.29	2306.21
1418.69	2301.26
1423.08	2287.89
1427.47	2292.11
1431.86	2287.37
1436.24	2283.26
1440.62	2280.42
1445.0	2270.95
1449.38	2266.74
1453.75	2260.11
1458.12	2263.58
1462.49	2273.16
1466.86	2254.63
1471.22	2245.68
1475.58	2241.47
1479.94	2244.95
1484.29	2251.47
1488.65	2232.84
1493.0	2228.53
1497.34	2237.68
1501.69	2218.11
1506.03	2206.42
1510.37	2208.0
1514.7	2194.63
1519.04	2199.16
1523.37	2181.58
1527.69	2179.58
1532.02	2178.11
1536.34	2172.0
1540.66	2160.63
1544.98	2151.89
1549.29	2158.42
1553.61	2141.68
1557.92	2139.58
1562.22	2139.79
1566.53	2135.16
1570.83	2126.95
1575.12	2124.0
1579.42	2116.84
1583.71	2110.95
1588.0	2102.74
1592.29	2098.42
1596.58	2098.53
1600.86	2089.9
1605.14	2086.32
1609.42	2082.74
1613.69	2082.11
1617.96	2070.84
1622.23	2061.37
1626.5	2063.47
1630.76	2047.89
1635.03	2048.21
1639.29	2044.21
1643.54	2040.21
1647.8	2041.89
1652.05	2026.11
1656.3	2029.79
1660.54	2017.47
1664.78	2019.47
1669.02	2017.05
1673.26	2011.89
1677.5	2008.11
1681.73	1999.16
1685.96	2002.84
1690.19	1994.95
1694.41	1976.84
1698.64	1984.42
1702.86	1988.21
1707.07	1978.11
1711.29	1970.95
1715.5	1965.89
1719.71	1966.74
1723.92	1952.11
1728.12	1943.05
1732.32	1938.74
1736.52	1931.47
1740.72	1930.11
1744.91	1923.47
1749.1	1920.53
1753.29	1914.63
1757.48	1907.37
1761.66	1903.26
1765.85	1903.68
1770.02	1908.21
1774.2	1894.21
1778.37	1890.95
1782.54	1887.47
1786.71	1888.21
1790.88	1879.47
1795.04	1879.37
1799.2	1873.37
1803.36	1865.26
1807.52	1864.32
1811.67	1853.37
1815.82	1850.74
1819.97	1858.53
1824.12	1836.32
1828.26	1843.79
1832.4	1830.53
1836.54	1833.58
1840.68	1831.16
1844.81	1812.32
1848.94	1814.63
1853.07	1812.32
1857.19	1810.11
1861.32	1804.74
1865.44	1799.37
1869.55	1799.05
1873.67	1783.47
1877.78	1793.79
1881.9	1787.79
1886.0	1783.68
1890.11	1774.0
1894.21	1777.16
1898.31	1767.58
1902.41	1777.05
1906.51	1765.16
1910.6	1757.37
1914.69	1762.11
1918.78	1760.11
1922.86	1756.42
1926.95	1744.42
1931.03	1748.21
1935.11	1751.37
1939.18	1736.84
1943.26	1736.53
1947.33	1731.89
1951.4	1727.68
1955.46	1730.11
1959.53	1725.89
1963.59	1714.42
1967.65	1717.58
1971.7	1711.05
1975.76	1703.68
1979.81	1706.32
1983.86	1697.05
1987.91	1688.42
1991.95	1696.42
1995.99	1685.89
2000.03	1688.32
2004.07	1681.58
2008.1	1681.47
2012.14	1678.74
2016.17	1671.79
2020.19	1668.32
2024.22	1662.0
2028.24	1652.84
2032.26	1652.11
2036.28	1640.84
2040.29	1641.37
2044.31	1626.74
2048.32	1629.26
2052.33	1620.21
2056.33	1622.32
2060.33	1618.95
2064.34	1613.68
2068.33	1608.11
2072.33	1600.53
2076.32	1600.21
2080.31	1598.0
2084.3	1595.68
2088.29	1594.0
2092.27	1590.53
2096.26	1590.21
2100.24	1582.74
2104.21	1583.26
2108.19	1581.58
2112.16	1572.84
2116.13	1576.0
2120.1	1571.16
2124.06	1572.74
2128.03	1565.79
2131.99	1554.74
2135.94	1566.11
2139.9	1554.95
2143.85	1548.63
2147.8	1537.05
2151.75	1543.89
2155.7	1532.11
2159.64	1531.47
2163.59	1528.32
2167.52	1524.21
2171.46	1518.21
2175.4	1520.84
2179.33	1509.58
2183.26	1508.11
2187.19	1503.68
2191.11	1509.89
2195.03	1503.37
2198.96	1499.37
2202.87	1499.26
2206.79	1489.26
2210.7	1490.84
2214.62	1493.58
2218.52	1486.95
2222.43	1482.21
2226.34	1478.95
2230.24	1473.05
2234.14	1475.26
2238.04	1464.32
2241.93	1457.58
2245.82	1467.05
2249.71	1458.32
2253.6	1460.95
2257.49	1447.79
2261.37	1442.42
2265.25	1443.79
2269.13	1436.95
2273.01	1445.26
2276.89	1432.0
2280.76	1432.74
2284.63	1429.16
2288.5	1425.47
2292.36	1422.32
2296.23	1419.37
2300.09	1416.63
2303.94	1412.0
2307.8	1408.74
2311.66	1412.53
2315.51	1396.0
2319.36	1401.05
2323.2	1393.58
2327.05	1392.32
2330.89	1384.0
2334.73	1388.21
2338.57	1372.0
2342.41	1379.58
2346.24	1379.89
2350.07	1376.32
2353.9	1366.74
2357.73	1368.11
2361.55	1356.53
2365.38	1357.79
2369.2	1354.11
2373.02	1339.68
2376.83	1338.63
2380.65	1330.84
2384.46	1326.21
2388.27	1329.58
2392.07	1318.84
2395.88	1322.21
2399.68	1315.68
2403.48	1317.47
2407.28	1306.74
2411.07	1305.26
2414.87	1307.05
2418.66	1302.0
2422.45	1297.68
2426.24	1297.37
2430.02	1297.05
2433.8	1283.58
2437.58	1288.21
2441.36	1285.37
2445.14	1277.16
