180.532	143.579
185.731	147.579
190.925	143.579
196.115	145.579
201.304	148.526
206.487	143.263
211.669	145.053
216.845	150.737
222.018	148.737
227.188	148.842
232.354	148.526
237.519	150.526
242.678	149.579
247.834	152.526
252.987	151.579
258.136	152.947
263.282	153.474
268.424	152.0
273.563	152.0
278.697	155.053
283.829	154.105
288.958	155.263
294.083	158.526
299.204	156.316
304.322	159.158
309.438	161.474
314.548	158.737
319.656	163.474
324.76	164.211
329.862	162.737
334.959	165.263
340.054	164.0
345.144	181.263
350.231	313.053
355.316	204.421
360.396	174.737
365.473	167.579
370.546	168.737
375.616	175.474
380.685	199.158
385.747	276.632
390.808	189.158
395.864	173.053
400.918	175.474
405.967	174.0
411.016	173.053
416.058	171.684
421.098	176.526
426.135	173.789
431.167	179.053
436.199	188.211
441.225	178.737
446.247	173.474
451.268	178.421
456.285	175.684
461.297	177.789
466.307	179.579
471.314	177.895
476.318	179.263
481.318	180.526
486.314	182.105
491.307	181.579
496.296	180.211
501.283	182.421
506.266	181.684
511.246	183.474
516.224	179.895
521.199	186.105
526.169	181.474
531.133	182.316
536.097	184.421
541.057	186.632
546.015	185.158
550.969	183.053
555.919	189.368
560.867	187.263
565.812	186.842
570.753	189.579
575.688	188.737
580.623	190.632
585.554	187.684
590.483	193.474
595.407	192.737
600.327	190.0
605.246	192.316
610.16	192.737
615.071	192.842
619.981	192.842
624.884	192.947
629.787	197.158
634.685	199.474
639.581	194.842
644.473	202.0
649.362	199.368
654.248	200.737
659.13	199.053
664.01	200.526
668.886	201.368
673.759	201.053
678.629	202.737
683.495	201.684
688.359	202.0
693.219	202.316
698.075	204.526
702.93	206.316
707.78	205.684
712.628	202.842
717.471	207.789
722.313	209.684
727.151	207.158
731.985	209.368
736.818	207.789
741.646	208.737
746.471	207.789
751.293	204.0
756.112	207.684
760.928	207.895
765.742	209.789
770.551	210.0
775.357	209.579
780.16	210.526
784.96	206.0
789.758	208.0
794.552	213.579
799.343	209.789
804.13	212.632
808.915	209.895
813.697	210.737
818.475	215.053
823.251	212.632
828.024	213.053
832.792	212.632
837.558	214.737
842.321	211.263
847.081	215.684
851.837	215.474
856.592	216.105
861.342	212.526
866.09	218.0
870.834	217.368
875.575	219.684
880.313	212.632
885.049	218.526
889.781	215.368
894.51	215.053
899.236	220.105
903.96	218.632
908.678	220.632
913.397	218.632
918.11	222.0
922.82	223.895
927.53	224.0
932.234	224.632
936.935	224.421
941.634	222.105
946.33	227.684
951.022	221.789
955.712	226.0
960.398	227.263
965.081	227.158
969.764	226.842
974.441	228.842
979.116	228.105
983.787	229.474
988.455	230.211
993.121	232.842
997.784	232.316
1002.44	232.316
1007.1	232.842
1011.75	235.579
1016.4	236.632
1021.05	233.789
1025.69	233.579
1030.34	238.316
1034.98	236.632
1039.61	237.895
1044.25	236.526
1048.87	238.105
1053.5	244.211
1058.13	243.895
1062.75	245.158
1067.36	241.684
1071.98	242.421
1076.59	244.316
1081.2	245.684
1085.81	244.842
1090.41	244.947
1095.01	247.895
1099.61	247.158
1104.2	247.368
1108.79	250.526
1113.38	247.368
1117.97	249.474
1122.55	252.947
1127.13	250.211
